Year,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,TotalPreHarvestPop,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,AdultMaleHarvest,YearlingMaleHarvest,FawnMaleHarvest,AdultFemaleHarvest,YearlingFemaleHarvest,FawnFemaleHarvest,AdultMaleTested,YearlingMaleTested,FawnMaleTested,AdultFemaleTested,YearlingFemaleTested,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,CWDArea,MaxDistSpark,cum-trans,iteration,TotalTargetedCull,TCCWD+
1,1636,1140,1557,2386,1188,1553,9460,0,1,0,0,0,0,1,650,301,84,512,179,37,65,61,7,55,37,0,0,0,0,0,1,0,0,1,0,0
2,1628,1110,1590,2374,1236,1554,9492,0,0,0,0,0,0,0,690,282,86,492,161,31,70,48,5,43,34,0,0,0,0,0,0,2.2,0,1,0,0
3,1603,1132,1662,2387,1261,1533,9578,0,0,0,0,0,0,0,644,299,81,482,177,52,64,67,5,45,36,3,0,0,0,0,0,2.2,0,1,0,0
4,1600,1193,1663,2423,1192,1607,9678,0,0,0,0,0,0,0,652,311,84,477,173,27,70,51,3,55,41,1,0,0,0,0,0,2.2,0,1,0,0
5,1627,1214,1585,2403,1288,1549,9666,0,0,0,0,0,0,0,618,308,68,447,202,33,53,61,2,33,47,2,0,0,0,0,0,2.2,0,1,0,0
6,1698,1169,1660,2481,1226,1575,9809,0,0,0,0,0,0,0,692,292,80,519,192,31,64,74,2,55,39,2,0,0,0,0,0,2.2,0,1,0,0
7,1687,1188,1637,2435,1256,1588,9791,0,0,0,0,0,0,0,678,289,97,489,183,25,66,43,2,49,33,1,0,0,0,0,0,2.2,0,1,0,0
8,1724,1171,1678,2456,1256,1559,9844,0,0,0,0,0,0,0,671,290,83,483,183,31,65,54,9,46,33,2,0,0,0,0,0,2.2,0,1,0,0
9,1732,1175,1668,2483,1241,1565,9864,0,0,0,0,0,0,0,704,312,90,556,203,39,75,65,8,60,42,2,0,0,0,0,0,2.2,0,1,0,0
10,1671,1190,1569,2399,1270,1474,9573,0,0,0,0,0,0,0,696,311,87,460,177,30,63,60,6,58,33,1,0,0,0,0,0,2.2,0,1,0,0
11,1662,1136,1632,2492,1189,1581,9692,0,0,0,0,0,0,0,641,268,81,467,182,23,69,39,5,51,36,2,0,0,0,0,0,2.2,0,1,0,0
12,1689,1148,1658,2498,1259,1520,9772,0,0,0,0,0,0,0,701,297,73,472,182,33,59,57,7,52,39,1,0,0,0,0,0,2.2,0,1,0,0
13,1639,1200,1670,2524,1206,1591,9830,0,0,0,0,0,0,0,633,300,79,536,179,33,58,44,7,50,38,3,0,0,0,0,0,2.2,0,1,0,0
14,1711,1191,1712,2458,1269,1502,9843,0,0,0,0,0,0,0,689,256,84,483,192,25,70,53,3,43,46,0,0,0,0,0,0,2.2,0,1,0,0
15,1755,1245,1635,2476,1196,1640,9947,0,0,0,0,0,0,0,701,296,69,510,166,36,69,57,4,44,28,2,0,0,0,0,0,2.2,0,1,0,0
1,1659,1101,1586,2398,1214,1514,9472,0,0,1,0,0,0,1,661,274,92,447,186,26,75,69,4,47,45,0,0,0,0,0,0,0,0,2,0,0
2,1622,1138,1596,2496,1213,1561,9626,0,0,0,1,1,0,2,654,273,80,501,192,33,65,65,4,40,39,2,0,0,0,0,0,0,2,2,0,0
3,1640,1141,1586,2419,1221,1568,9575,0,0,0,4,0,1,5,632,268,64,486,193,35,55,59,6,46,33,1,3,0,0,0,2,0,8,2,0,0
4,1680,1154,1595,2419,1270,1561,9679,0,0,0,3,1,0,4,681,294,84,483,184,35,81,66,4,41,49,1,0,0,0,0,3,2,10,2,0,0
5,1684,1149,1589,2446,1255,1545,9668,2,0,1,6,0,2,11,682,282,76,494,196,33,69,55,6,50,37,1,4,0,0,0,3,2.2,20,2,0,0
6,1674,1144,1600,2494,1251,1551,9714,1,2,0,4,3,1,11,643,294,78,518,184,31,62,51,3,57,37,0,1,0,0,0,6,15.2,32,2,0,0
7,1659,1144,1643,2482,1229,1594,9751,10,2,5,13,4,7,41,649,275,76,477,192,18,58,61,4,40,27,0,8,2,1,0.011,14,15.2,71,2,0,0
8,1692,1206,1631,2447,1307,1601,9884,9,9,5,25,6,0,54,705,303,80,470,210,37,67,69,3,50,38,1,12,3,1,0.013,22,17.1,122,2,0,0
9,1686,1157,1719,2497,1283,1540,9882,28,7,14,34,16,17,116,677,282,76,497,201,28,73,49,5,47,37,0,24,2,1,0.009,38,18.1,238,2,0,0
10,1646,1238,1670,2477,1249,1583,9863,51,19,22,66,20,23,201,641,327,97,498,178,37,70,79,1,59,26,1,50,5,1,0.021,59,25.6,437,2,0,0
11,1696,1210,1595,2462,1244,1517,9724,95,22,31,99,33,33,313,649,283,88,492,190,20,52,46,7,49,38,2,86,12,1,0.062,95,25.6,724,2,0,0
12,1742,1100,1621,2433,1187,1614,9697,133,23,36,125,42,48,407,718,262,73,493,175,37,65,57,6,32,30,3,86,3,1,0.016,127,25.6,1130,2,0,0
13,1611,1160,1541,2373,1259,1481,9425,154,33,55,161,63,61,527,643,273,86,493,187,25,58,46,6,63,46,0,98,10,1,0.046,150,25.6,1612,2,0,0
14,1599,1084,1556,2364,1167,1495,9265,192,49,57,223,73,89,683,629,252,70,496,161,22,57,59,6,40,26,1,157,14,1,0.074,189,25.6,2286,2,0,0
15,1574,1119,1496,2303,1174,1509,9175,283,54,83,300,110,107,937,586,277,77,475,184,37,57,56,3,39,34,1,207,27,1,0.142,228,25.6,3173,2,0,0
1,1652,1111,1642,2397,1172,1508,9482,0,1,0,0,0,0,1,666,283,75,453,167,31,74,53,0,36,32,3,0,0,0,0,1,0,0,3,0,0
2,1607,1175,1638,2433,1211,1532,9596,4,0,0,2,0,0,6,621,272,95,484,171,22,62,51,4,48,35,1,3,1,1,0.005,2,2,6,3,0,0
3,1683,1158,1631,2377,1238,1542,9629,2,0,1,2,0,0,5,709,293,94,489,190,29,69,50,3,48,35,1,2,1,1,0.005,1,2.8,10,3,0,0
4,1642,1179,1636,2345,1237,1518,9557,0,0,0,3,0,1,4,697,286,91,452,195,26,54,70,5,43,38,1,0,0,1,0,1,2.8,14,3,0,0
5,1649,1177,1532,2373,1220,1506,9457,0,2,1,2,1,0,6,659,306,73,407,188,34,69,72,2,45,39,3,3,0,1,0,3,8.5,21,3,0,0
6,1652,1062,1642,2446,1201,1533,9536,1,5,0,2,0,1,9,643,275,102,508,173,23,56,37,8,42,29,2,4,1,1,0.006,4,8.5,32,3,0,0
7,1585,1146,1576,2387,1243,1565,9502,14,0,0,0,1,0,15,647,291,84,528,214,35,72,59,8,55,35,1,8,1,1,0.004,6,17.9,44,3,0,0
8,1617,1117,1590,2371,1283,1507,9485,14,0,0,2,0,0,16,646,271,78,438,193,29,62,51,1,47,39,0,7,2,1,0.01,7,17.9,58,3,0,0
9,1628,1138,1688,2452,1200,1533,9639,16,1,0,5,0,6,28,643,281,92,493,190,26,64,68,9,53,24,2,9,1,1,0.005,11,17.9,79,3,0,0
10,1624,1225,1651,2433,1234,1547,9714,22,0,1,14,9,4,50,653,308,70,489,168,26,60,59,1,51,35,3,18,3,1,0.014,15,17.9,122,3,0,0
11,1682,1228,1611,2450,1212,1581,9764,18,3,7,25,7,9,69,654,302,77,527,178,25,59,59,7,60,39,3,12,3,1,0.013,25,17.9,196,3,0,0
12,1754,1153,1669,2395,1274,1473,9718,29,13,17,48,17,14,138,712,294,79,480,202,34,62,68,8,42,48,0,22,4,1,0.018,49,18.7,325,3,0,0
13,1680,1217,1634,2403,1172,1545,9651,62,17,23,78,12,31,223,653,300,77,452,172,29,62,53,3,54,32,1,36,3,1,0.015,80,18.7,548,3,0,0
14,1712,1201,1562,2323,1243,1536,9577,110,28,27,112,50,51,378,700,310,101,496,198,24,60,78,5,49,36,0,83,11,1,0.048,105,18.7,934,3,0,0
15,1661,1124,1566,2321,1201,1452,9325,167,26,75,216,64,68,616,673,258,77,473,193,32,73,45,3,46,48,0,138,21,1,0.098,160,19.9,1527,3,0,0
1,1632,1137,1622,2404,1223,1484,9502,0,0,2,1,0,0,3,669,265,74,467,179,43,68,49,3,50,35,3,1,1,1,0.005,1,0,2,4,0,0
2,1647,1184,1569,2438,1177,1565,9580,0,1,0,0,0,0,1,647,293,84,490,191,29,56,50,6,43,47,1,1,1,1,0.005,0,2.2,3,4,0,0
3,1685,1109,1562,2414,1251,1506,9527,0,0,0,0,0,0,0,664,263,74,490,195,37,66,50,6,56,42,3,0,0,1,0,0,2.2,3,4,0,0
4,1671,1136,1572,2418,1209,1512,9518,0,0,0,0,0,0,0,652,281,65,508,170,31,63,63,3,52,38,0,0,0,1,0,0,2.2,3,4,0,0
5,1661,1154,1582,2350,1213,1498,9458,0,0,0,0,0,0,0,643,300,78,486,166,23,66,57,4,42,36,0,0,0,1,0,0,2.2,3,4,0,0
6,1664,1156,1605,2351,1214,1497,9487,0,0,0,0,0,0,0,688,310,79,467,200,28,60,54,2,52,28,2,0,0,1,0,0,2.2,3,4,0,0
7,1609,1125,1578,2360,1223,1524,9419,0,0,0,0,0,0,0,616,282,70,483,173,30,54,56,3,37,36,3,0,0,1,0,0,2.2,3,4,0,0
8,1647,1140,1633,2429,1220,1530,9599,0,0,0,0,0,0,0,663,292,73,496,191,31,68,65,6,46,35,0,0,0,1,0,0,2.2,3,4,0,0
9,1625,1198,1621,2422,1220,1505,9591,0,0,0,0,0,0,0,631,317,92,466,185,36,62,70,6,47,38,2,0,0,1,0,0,2.2,3,4,0,0
10,1688,1133,1689,2483,1199,1587,9779,0,0,0,0,0,0,0,689,310,76,495,180,25,77,63,5,44,37,4,0,0,1,0,0,2.2,3,4,0,0
11,1620,1234,1614,2452,1279,1538,9737,0,0,0,0,0,0,0,628,325,94,494,182,36,59,63,4,57,48,4,0,0,1,0,0,2.2,3,4,0,0
12,1686,1146,1551,2486,1212,1612,9693,0,0,0,0,0,0,0,667,291,90,493,183,36,53,54,4,48,25,2,0,0,1,0,0,2.2,3,4,0,0
13,1677,1080,1656,2452,1288,1569,9722,0,0,0,0,0,0,0,671,301,79,475,187,42,71,60,7,42,29,2,0,0,1,0,0,2.2,3,4,0,0
14,1575,1193,1632,2488,1250,1587,9725,0,0,0,0,0,0,0,616,268,68,507,186,34,61,58,2,48,40,1,0,0,1,0,0,2.2,3,4,0,0
15,1674,1170,1629,2503,1263,1663,9902,0,0,0,0,0,0,0,720,308,87,491,172,39,65,63,2,34,38,2,0,0,1,0,0,2.2,3,4,0,0
1,1649,1098,1603,2381,1187,1521,9439,0,0,1,1,0,0,2,646,295,71,474,179,28,70,52,4,38,41,5,1,0,0,0,1,0,2,5,0,0
2,1613,1168,1565,2379,1249,1502,9476,0,0,0,0,0,0,0,627,307,59,477,200,37,61,67,3,57,42,1,0,0,0,0,0,1,2,5,0,0
3,1660,1142,1596,2383,1171,1519,9471,0,0,0,0,0,0,0,668,264,90,453,191,27,67,45,3,31,35,1,0,0,0,0,0,1,2,5,0,0
4,1676,1132,1604,2401,1216,1596,9625,0,0,0,0,0,0,0,678,290,81,479,163,33,56,57,6,55,33,1,0,0,0,0,0,1,2,5,0,0
5,1662,1148,1637,2410,1263,1566,9686,0,0,0,0,0,0,0,677,306,77,473,181,37,60,67,2,48,39,1,0,0,0,0,0,1,2,5,0,0
6,1650,1190,1598,2539,1260,1635,9872,0,0,0,0,0,0,0,637,310,75,519,199,41,64,66,1,57,41,1,0,0,0,0,0,1,2,5,0,0
7,1686,1133,1706,2490,1306,1575,9896,0,0,0,0,0,0,0,681,270,71,506,195,29,68,48,8,52,38,2,0,0,0,0,0,1,2,5,0,0
8,1669,1206,1722,2549,1236,1557,9939,0,0,0,0,0,0,0,677,288,84,548,194,31,60,66,4,53,38,1,0,0,0,0,0,1,2,5,0,0
9,1710,1236,1575,2476,1230,1590,9817,0,0,0,0,0,0,0,714,319,90,490,168,40,76,51,7,47,31,3,0,0,0,0,0,1,2,5,0,0
10,1722,1123,1661,2476,1247,1502,9731,0,0,0,0,0,0,0,657,267,81,492,183,27,56,61,3,62,38,0,0,0,0,0,0,1,2,5,0,0
11,1715,1216,1588,2469,1190,1614,9792,0,0,0,0,0,0,0,684,295,89,495,177,30,77,52,4,47,53,4,0,0,0,0,0,1,2,5,0,0
12,1734,1135,1602,2411,1272,1521,9675,0,0,0,0,0,0,0,683,284,81,504,183,35,67,68,3,49,35,2,0,0,0,0,0,1,2,5,0,0
13,1712,1123,1625,2462,1185,1559,9666,0,0,0,0,0,0,0,684,286,89,461,176,40,71,62,4,57,32,6,0,0,0,0,0,1,2,5,0,0
14,1662,1175,1606,2405,1238,1511,9597,0,0,0,0,0,0,0,638,264,88,488,156,24,64,42,6,48,21,1,0,0,0,0,0,1,2,5,0,0
15,1734,1178,1621,2453,1197,1547,9730,0,0,0,0,0,0,0,701,303,75,518,166,29,76,59,6,60,44,2,0,0,0,0,0,1,2,5,0,0
1,1640,1150,1586,2349,1185,1544,9454,1,0,1,0,1,0,3,615,299,81,476,189,34,68,56,4,51,45,0,1,0,0,0,1,0,2,6,0,0
2,1670,1170,1565,2348,1225,1441,9419,0,0,0,3,0,2,5,664,272,84,475,181,25,74,61,4,43,41,0,2,0,0,0,1,5.4,7,6,0,0
3,1694,1148,1576,2365,1152,1517,9452,0,1,0,4,1,1,7,646,282,73,474,168,41,66,45,2,46,28,1,3,0,0,0,1,5.4,14,6,0,0
4,1687,1115,1587,2336,1199,1452,9376,0,0,1,3,0,2,6,671,255,72,478,178,26,56,57,2,49,34,1,1,0,0,0,3,7.3,22,6,0,0
5,1662,1135,1584,2350,1119,1483,9333,0,0,0,1,1,0,2,699,289,68,478,181,26,72,66,2,48,35,3,0,0,0,0,2,10.6,22,6,0,0
6,1636,1139,1512,2302,1195,1454,9238,0,1,1,1,1,0,4,630,279,75,459,176,24,55,67,7,58,39,1,0,0,0,0,2,10.6,28,6,0,0
7,1684,1090,1517,2339,1156,1456,9242,7,0,2,4,1,2,16,698,290,71,491,170,32,74,61,5,50,33,4,2,0,0,0,6,10.6,45,6,0,0
8,1585,1098,1550,2292,1165,1468,9158,8,1,0,5,1,1,16,634,282,72,459,177,22,63,59,6,36,48,1,3,1,1,0.005,8,10.6,64,6,0,0
9,1580,1133,1536,2278,1162,1477,9166,14,2,1,6,4,4,31,626,294,71,463,171,34,59,64,4,35,29,1,10,1,1,0.005,11,10.6,97,6,0,0
10,1614,1105,1514,2277,1170,1487,9167,16,4,3,9,5,4,41,657,315,66,489,175,40,62,75,3,51,33,2,11,1,1,0.004,16,12.8,129,6,0,0
11,1543,1106,1450,2279,1184,1406,8968,17,0,5,18,7,6,53,622,281,80,488,177,28,54,64,3,42,36,2,12,2,1,0.01,22,12.8,177,6,0,0
12,1543,1013,1589,2271,1102,1412,8930,23,3,10,30,13,10,89,586,271,85,453,187,19,76,49,3,53,33,0,14,1,1,0.005,30,12.8,285,6,0,0
13,1503,1098,1501,2198,1137,1387,8824,35,13,22,50,20,17,157,599,294,82,429,190,24,52,56,5,50,44,0,27,2,1,0.01,52,22.4,441,6,0,0
14,1517,1063,1430,2207,1096,1388,8701,62,17,22,78,17,29,225,613,268,74,453,165,26,79,60,6,43,36,2,41,7,1,0.031,78,22.8,654,6,0,0
15,1503,1014,1476,2143,1077,1354,8567,119,17,36,109,39,54,374,582,257,87,406,150,25,64,61,5,29,35,0,73,6,1,0.031,117,22.8,1000,6,0,0
1,1639,1138,1568,2364,1222,1519,9450,0,1,0,0,0,0,1,640,295,85,476,183,36,53,58,3,39,43,2,1,1,1,0.005,0,0,0,7,0,0
2,1646,1122,1656,2373,1216,1518,9531,0,0,0,0,0,0,0,673,277,88,498,181,33,49,62,9,43,33,2,0,0,1,0,0,2,0,7,0,0
3,1614,1192,1529,2388,1210,1547,9480,0,0,0,0,0,0,0,673,312,78,501,168,34,79,56,5,46,35,2,0,0,1,0,0,2,0,7,0,0
4,1648,1126,1605,2383,1210,1561,9533,0,0,0,0,0,0,0,623,268,83,459,203,34,57,50,2,56,36,2,0,0,1,0,0,2,0,7,0,0
5,1654,1153,1610,2362,1237,1533,9549,0,0,0,0,0,0,0,665,269,81,486,176,22,76,57,1,48,27,0,0,0,1,0,0,2,0,7,0,0
6,1657,1139,1585,2383,1251,1523,9538,0,0,0,0,0,0,0,619,285,77,455,207,27,70,49,5,49,40,2,0,0,1,0,0,2,0,7,0,0
7,1659,1180,1592,2424,1213,1531,9599,0,0,0,0,0,0,0,652,326,84,472,197,27,63,61,7,44,38,2,0,0,1,0,0,2,0,7,0,0
8,1656,1146,1561,2401,1241,1532,9537,0,0,0,0,0,0,0,680,292,74,479,212,22,68,58,4,45,32,0,0,0,1,0,0,2,0,7,0,0
9,1640,1137,1570,2386,1256,1574,9563,0,0,0,0,0,0,0,649,278,79,463,171,42,62,49,5,45,26,4,0,0,1,0,0,2,0,7,0,0
10,1660,1126,1625,2441,1222,1487,9561,0,0,0,0,0,0,0,630,273,70,480,173,33,67,53,3,59,32,1,0,0,1,0,0,2,0,7,0,0
11,1684,1175,1664,2458,1207,1562,9750,0,0,0,0,0,0,0,653,307,89,479,180,31,53,62,4,50,40,1,0,0,1,0,0,2,0,7,0,0
12,1693,1201,1650,2395,1256,1542,9737,0,0,0,0,0,0,0,668,283,77,471,188,27,76,46,3,47,42,3,0,0,1,0,0,2,0,7,0,0
13,1721,1177,1634,2440,1241,1532,9745,0,0,0,0,0,0,0,650,300,81,510,176,27,54,64,4,41,31,2,0,0,1,0,0,2,0,7,0,0
14,1725,1143,1633,2470,1228,1528,9727,0,0,0,0,0,0,0,664,303,86,476,212,29,57,66,6,54,44,3,0,0,1,0,0,2,0,7,0,0
15,1695,1135,1661,2445,1237,1613,9786,0,0,0,0,0,0,0,689,289,90,446,207,28,64,57,4,44,35,3,0,0,1,0,0,2,0,7,0,0
1,1644,1126,1488,2386,1185,1597,9426,0,0,1,0,0,0,1,668,281,77,444,171,33,64,56,1,46,34,2,0,0,0,0,1,0,0,8,0,0
2,1636,1048,1634,2432,1274,1515,9539,0,0,0,0,0,0,0,635,285,72,487,187,35,72,59,2,45,39,1,0,0,0,0,0,4.1,0,8,0,0
3,1583,1170,1662,2460,1195,1526,9596,0,0,0,0,0,0,0,672,306,72,512,179,31,67,59,3,48,40,1,0,0,0,0,0,4.1,0,8,0,0
4,1575,1209,1616,2413,1244,1476,9533,0,0,0,0,0,0,0,643,267,77,463,184,19,59,52,0,46,35,0,0,0,0,0,0,4.1,0,8,0,0
5,1663,1137,1607,2493,1190,1634,9724,0,0,0,0,0,0,0,652,306,88,485,185,33,64,70,5,44,35,1,0,0,0,0,0,4.1,0,8,0,0
6,1646,1138,1734,2489,1319,1530,9856,0,0,0,0,0,0,0,628,287,81,499,203,26,71,47,5,50,34,1,0,0,0,0,0,4.1,0,8,0,0
7,1650,1221,1665,2560,1220,1587,9903,0,0,0,0,0,0,0,687,310,90,516,182,35,64,74,4,57,33,0,0,0,0,0,0,4.1,0,8,0,0
8,1697,1206,1637,2519,1260,1615,9934,0,0,0,0,0,0,0,646,309,95,466,195,35,71,66,5,41,53,2,0,0,0,0,0,4.1,0,8,0,0
9,1732,1171,1601,2526,1289,1699,10018,0,0,0,0,0,0,0,673,300,63,466,164,29,75,62,2,50,33,1,0,0,0,0,0,4.1,0,8,0,0
10,1696,1166,1774,2581,1371,1659,10247,0,0,0,0,0,0,0,688,291,98,517,175,33,67,58,8,47,29,2,0,0,0,0,0,4.1,0,8,0,0
11,1661,1256,1699,2657,1327,1592,10192,0,0,0,0,0,0,0,650,318,87,528,197,29,64,56,3,59,33,1,0,0,0,0,0,4.1,0,8,0,0
12,1758,1179,1739,2646,1282,1668,10272,0,0,0,0,0,0,0,698,286,95,520,196,32,78,57,6,47,46,2,0,0,0,0,0,4.1,0,8,0,0
13,1751,1228,1769,2599,1355,1676,10378,0,0,0,0,0,0,0,682,324,91,481,206,36,69,79,2,52,43,1,0,0,0,0,0,4.1,0,8,0,0
14,1758,1258,1708,2669,1366,1733,10492,0,0,0,0,0,0,0,686,311,109,533,193,42,66,68,12,57,42,0,0,0,0,0,0,4.1,0,8,0,0
15,1816,1213,1767,2713,1372,1731,10612,0,0,0,0,0,0,0,708,294,94,551,194,32,67,58,7,55,44,3,0,0,0,0,0,4.1,0,8,0,0
1,1644,1144,1593,2347,1205,1546,9479,0,1,0,0,0,0,1,658,263,83,471,195,34,70,48,2,60,32,2,0,0,0,0,0,0,0,9,0,0
2,1653,1151,1536,2346,1224,1495,9405,2,0,0,0,0,0,2,668,299,76,484,168,31,71,60,2,45,32,2,2,0,0,0,0,1.4,2,9,0,0
3,1636,1106,1660,2385,1193,1471,9451,0,0,0,0,0,0,0,604,252,72,496,169,25,63,48,1,47,29,4,0,0,0,0,0,1.4,2,9,0,0
4,1682,1188,1575,2374,1191,1565,9575,0,0,0,0,0,0,0,680,293,86,453,216,31,72,59,2,44,44,3,0,0,0,0,0,1.4,2,9,0,0
5,1682,1126,1577,2352,1261,1499,9497,0,0,0,0,0,0,0,691,285,97,452,181,34,65,59,6,44,41,1,0,0,0,0,0,1.4,2,9,0,0
6,1633,1117,1651,2423,1200,1508,9532,0,0,0,0,0,0,0,651,271,80,482,166,24,74,50,9,48,29,1,0,0,0,0,0,1.4,2,9,0,0
7,1634,1169,1567,2466,1206,1601,9643,0,0,0,0,0,0,0,626,289,77,505,176,30,67,61,5,53,29,5,0,0,0,0,0,1.4,2,9,0,0
8,1696,1161,1611,2435,1269,1555,9727,0,0,0,0,0,0,0,654,297,68,490,187,34,60,59,2,54,43,1,0,0,0,0,0,1.4,2,9,0,0
9,1712,1150,1702,2515,1262,1547,9888,0,0,0,0,0,0,0,679,288,94,504,197,26,58,48,4,49,27,1,0,0,0,0,0,1.4,2,9,0,0
10,1688,1187,1613,2546,1233,1655,9922,0,0,0,0,0,0,0,662,298,89,489,198,39,75,62,2,46,37,1,0,0,0,0,0,1.4,2,9,0,0
11,1688,1137,1697,2521,1330,1591,9964,0,0,0,0,0,0,0,662,285,95,481,189,37,69,39,6,45,42,2,0,0,0,0,0,1.4,2,9,0,0
12,1675,1208,1707,2605,1264,1605,10064,0,0,0,0,0,0,0,674,299,82,518,197,30,48,67,3,49,46,2,0,0,0,0,0,1.4,2,9,0,0
13,1696,1226,1662,2589,1281,1701,10155,0,0,0,0,0,0,0,660,327,79,529,186,28,68,65,4,49,39,2,0,0,0,0,0,1.4,2,9,0,0
14,1729,1184,1710,2549,1355,1591,10118,0,0,0,0,0,0,0,727,284,67,513,211,24,85,56,3,55,36,1,0,0,0,0,0,1.4,2,9,0,0
15,1719,1235,1734,2593,1280,1656,10217,0,0,0,0,0,0,0,659,318,90,511,176,28,68,65,6,50,33,1,0,0,0,0,0,1.4,2,9,0,0
1,1668,1115,1543,2372,1221,1513,9432,0,0,1,0,0,0,1,676,262,77,496,185,30,72,49,2,48,35,2,0,0,0,0,1,0,0,10,0,0
2,1646,1115,1543,2359,1193,1524,9380,0,0,0,0,0,0,0,656,268,63,461,167,31,78,60,4,60,36,2,0,0,0,0,0,1.4,0,10,0,0
3,1665,1138,1557,2398,1216,1497,9471,0,0,0,0,0,0,0,683,276,76,495,192,28,65,62,6,50,48,0,0,0,0,0,0,1.4,0,10,0,0
4,1625,1128,1600,2378,1179,1501,9411,0,0,0,0,0,0,0,633,270,87,487,181,27,54,52,6,48,30,0,0,0,0,0,0,1.4,0,10,0,0
5,1649,1148,1618,2343,1193,1493,9444,0,0,0,0,0,0,0,645,277,77,474,193,28,66,51,3,54,44,1,0,0,0,0,0,1.4,0,10,0,0
6,1665,1173,1553,2357,1185,1517,9450,0,0,0,0,0,0,0,691,310,70,459,159,27,70,57,3,47,21,1,0,0,0,0,0,1.4,0,10,0,0
7,1629,1122,1613,2369,1214,1429,9376,0,0,0,0,0,0,0,663,265,90,453,195,37,71,48,4,43,51,4,0,0,0,0,0,1.4,0,10,0,0
8,1635,1159,1646,2417,1131,1463,9451,0,0,0,0,0,0,0,650,297,90,467,177,34,65,59,2,45,37,1,0,0,0,0,0,1.4,0,10,0,0
9,1654,1172,1559,2380,1148,1516,9429,0,0,0,0,0,0,0,640,285,64,460,192,26,65,70,4,39,29,1,0,0,0,0,0,1.4,0,10,0,0
10,1723,1140,1558,2319,1209,1522,9471,0,0,0,0,0,0,0,667,273,67,484,190,38,70,68,4,38,30,2,0,0,0,0,0,1.4,0,10,0,0
11,1725,1102,1530,2319,1217,1527,9420,0,0,0,0,0,0,0,714,281,86,485,170,36,75,60,9,54,33,3,0,0,0,0,0,1.4,0,10,0,0
12,1628,1107,1530,2361,1224,1551,9401,0,0,0,0,0,0,0,621,256,74,492,173,38,60,40,6,46,30,2,0,0,0,0,0,1.4,0,10,0,0
13,1647,1099,1537,2393,1228,1544,9448,0,0,0,0,0,0,0,673,288,73,516,196,42,79,68,2,61,47,2,0,0,0,0,0,1.4,0,10,0,0
14,1579,1094,1553,2341,1236,1504,9307,0,0,0,0,0,0,0,619,285,87,477,210,31,62,54,3,65,40,1,0,0,0,0,0,1.4,0,10,0,0
15,1583,1154,1495,2335,1219,1535,9321,0,0,0,0,0,0,0,603,295,67,471,195,33,84,54,3,54,39,1,0,0,0,0,0,1.4,0,10,0,0
1,1648,1122,1617,2387,1185,1518,9477,0,0,1,0,0,0,1,654,272,85,489,188,32,65,60,4,46,35,1,0,0,0,0,0,0,0,11,0,0
2,1646,1168,1525,2387,1243,1552,9521,0,0,0,2,0,0,2,634,285,80,495,193,31,63,63,3,45,32,1,0,0,0,0,0,0,2,11,0,0
3,1690,1089,1571,2379,1216,1493,9438,0,0,1,1,0,0,2,701,266,79,465,197,24,73,66,4,52,42,1,0,0,0,0,1,2.2,3,11,0,0
4,1607,1154,1613,2435,1213,1557,9579,0,1,0,1,1,0,3,646,297,79,504,178,39,83,56,6,58,32,0,2,0,0,0,1,2.2,5,11,0,0
5,1583,1199,1584,2426,1254,1559,9605,0,0,2,1,1,0,4,661,293,91,492,165,35,73,54,5,53,31,1,2,0,0,0,1,11.2,9,11,0,0
6,1631,1117,1590,2473,1254,1562,9627,0,1,0,1,0,0,2,669,296,83,517,177,39,60,59,6,48,39,2,1,0,0,0,1,11.2,14,11,0,0
7,1588,1143,1674,2460,1233,1525,9623,5,0,0,1,0,0,6,651,271,73,515,161,31,59,51,4,49,32,1,3,0,0,0,2,11.2,19,11,0,0
8,1623,1196,1597,2453,1229,1612,9710,5,0,0,1,0,1,7,635,305,79,510,178,24,61,63,3,41,39,0,1,1,1,0.005,5,11.2,25,11,0,0
9,1661,1150,1638,2423,1298,1551,9721,7,0,0,0,2,0,9,668,274,76,474,176,24,57,62,6,46,37,1,4,0,1,0,4,11.2,31,11,0,0
10,1675,1156,1666,2483,1252,1623,9855,1,0,0,2,0,0,3,646,299,74,493,164,33,62,73,2,58,39,0,2,0,1,0,1,11.2,32,11,0,0
11,1697,1172,1655,2534,1302,1679,10039,0,0,0,0,0,1,1,685,277,82,548,202,33,71,80,1,55,52,1,0,0,1,0,1,11.2,35,11,0,0
12,1717,1195,1723,2501,1328,1594,10058,0,0,0,1,1,0,2,747,284,85,503,185,28,89,60,4,49,43,1,0,0,1,0,2,11.2,36,11,0,0
13,1678,1235,1725,2553,1292,1592,10075,0,0,0,1,0,0,1,662,299,89,474,211,28,68,60,4,50,36,2,0,0,1,0,1,11.2,40,11,0,0
14,1738,1244,1729,2545,1276,1682,10214,1,1,0,2,0,0,4,704,312,83,506,194,33,74,71,5,56,46,2,1,0,1,0,3,11.2,43,11,0,0
